"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2420993,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420993","DTQ",1011,5,0,"Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420994,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420994","RPD",332,4,0,"Requerimento de Votação Nominal-Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420992,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420992","EMP",870,19,0,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420986,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420986","EMP",870,18,0,"Emenda Modificiativa de Plenário - PL nº 528 de 2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420960,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420960","DTQ",846,4,0,"Destaque para Votação em Separado - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420937,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420937","EMP",870,17,0,"Altere-se o artigo 13 e acrescente-se o parágrafos 5º ao mesmo artigo do Projeto 4516/2023, com a seguinte redação:",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421043,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421043","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Arnaldo Jardim (CIDADANIA-SP), pela Comissão de Meio Ambiente e Desenvolvimento Sustentável, que conclui pela aprovação dos Projetos de Lei nº 528, de 2020, nº 3.314, de 2021, nº 4.196, de 2023, nº 4.516, de 2023, e nº 5.216, de 2023, e aprovação parcial das Emendas nº 1, de 2021, e nº 1, de 2023, da Comissão de Minas e Energia, na forma do Substitutivo adotado  pelo relator da Comissão de Minas e Energia, e pela rejeição do Projeto de Lei nº 4.025, de 2021.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421041,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421041","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Arnaldo Jardim (CIDADANIA-SP), pela Comissão de Minas e Energia, que conclui pela aprovação dos Projetos de Lei nº 528, de 2020, nº 3.314, de 2021, nº 4.196, de 2023, nº 4.516, de 2023, e nº 5.216, de 2023, e aprovação parcial das Emendas nº 1, de 2021, e nº 1, de 2023, da Comissão de Minas e Energia, na forma do Substitutivo apresentado, e pela rejeição do Projeto de Lei nº 4.025, de 2021.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421045,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421045","PPP",192,1,0,"Parecer proferido em Plenário pelo Relator, Dep. Arnaldo Jardim (CIDADANIA-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa do Projeto de Lei nº 528, de 2020, das Emendas nº 1, de 2021, e nº 1, de 2023, da Comissão de Minas e Energia, dos apensados, e do Substitutivo adotado pelo relator da Comissão de Minas e Energia.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421131,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421131","PEP",442,1,0,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Arnaldo Jardim (CIDADANIA-SP), pela Comissão de Minas e Energia, que conclui pela aprovação da Emenda de Plenário nº 1 e pela aprovação parcial das Emendas nºs 2 e 3, com a Subemenda Substitutiva.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421134,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421134","PEP",442,1,0,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Arnaldo Jardim (CIDADANIA-SP), pela Comissão de Meio Ambiente e Desenvolvimento Sustentável, que conclui pela aprovação da Emenda de Plenário nº 1 e pela aprovação parcial das Emendas nºs 2 e 3, na forma da Subemenda Substitutiva adotada pelo relator da Comissão de Minas e Energia, e pela rejeição das demais emendas com apoiamento regimental.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421139,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421139","PEP",442,1,0,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Arnaldo Jardim (CIDADANIA-SP), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e boa técnica legislativa de todas as Emendas de Plenário com apoiamento regimental e da Subemenda Substitutiva adotada pelo relator da Comissão de Minas e Energia.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420789,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420789","DTQ",846,3,0,"Destaque para Votação em Separado - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420790,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420790","RPD",332,3,0,"Requerimento de Votação Nominal-Destaque para Votação em Separado - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2422749,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2422749","RDF",197,1,0,"Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420651,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420651","PRLP",891,2,0,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420649,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420649","EMP",870,16,0,"Emenda PL 528 de 2020.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420568,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420568","DTQ",1011,2,0,"Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420545,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420545","EMP",870,15,0,"Emenda ao Substitutivo ao PL 528/20  que Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420529,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420529","EMP",870,14,0,"Dispõe sobre a promoção da mobilidade sustentável de baixo carbono, o Programa Nacional de Combustível Sustentável de Aviação, o Programa Nacional de Diesel Verde, o Programa Nacional de Biometano e o marco legal da captura e da estocagem geológica de dióxido de carbono.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420515,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420515","EMP",870,11,0,"Dispõe sobre a promoção da mobilidade sustentável de baixo carbono, o Programa Nacional de Combustível Sustentável de Aviação, o Programa Nacional de Diesel Verde, o Programa Nacional de Biometano e o marco legal da captura e da estocagem geológica de dióxido de carbono.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420517,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420517","EMP",870,12,0,"Dispõe sobre a promoção da mobilidade sustentável de baixo carbono, o Programa Nacional de Combustível Sustentável de Aviação, o Programa Nacional de Diesel Verde, o Programa Nacional de Biometano e o marco legal da captura e da estocagem geológica de dióxido de carbono.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420518,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420518","EMP",870,13,0,"Dispõe sobre a promoção da mobilidade sustentável de baixo carbono, o Programa Nacional de Combustível Sustentável de Aviação, o Programa Nacional de Diesel Verde, o Programa Nacional de Biometano e o marco legal da captura e da estocagem geológica de dióxido de carbono.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420495,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420495","EMP",870,10,0,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420488,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420488","EMP",870,7,0,"EMENDA DE PLENÁRIO PL 528_2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420489,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420489","EMP",870,8,0,"EMENDA DE PLENÁRIO PL 528_2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420490,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420490","EMP",870,9,0,"EMENDA DE PLENÁRIO PL 528_2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420486,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420486","DTQ",846,1,0,"Destaque para Votação em Separado - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
